Model,Displ,Cyl,Trans,Drive,Cert Region,Stnd,Stnd Description,Underhood ID,Veh Class,Air Pollution Score,City MPG,Hwy MPG,Cmb MPG,Greenhouse Gas Score,SmartWay,Comb CO2
LEXUS ES 350,3.5,6,SemiAuto-8,2WD,FA,T3B70,Federal Tier 3 Bin 70,KTYXV03.5M5B,midsize car,5,22,33,26,5,No,343
LEXUS ES 350 F Sport,3.5,6,SemiAuto-8,2WD,CA,L3ULEV70,California LEV-III ULEV70,KTYXV03.5M5B,midsize car,5,22,31,25,5,No,352
LEXUS ES 350 F Sport,3.5,6,SemiAuto-8,2WD,FA,T3B70,Federal Tier 3 Bin 70,KTYXV03.5M5B,midsize car,5,22,31,25,5,No,352
LEXUS GS 300,2,4,SemiAuto-8,2WD,CA,L3ULEV125,California LEV-III ULEV125,KTYXV02.0K6A,midsize car,3,22,32,26,5,No,347
LEXUS GS 300,2,4,SemiAuto-8,2WD,FA,T3B125,Federal Tier 3 Bin 125,KTYXV02.0K6A,midsize car,3,22,32,26,5,No,347
LEXUS GS 300 F Sport,2,4,SemiAuto-8,2WD,CA,L3ULEV125,California LEV-III ULEV125,KTYXV02.0K6A,midsize car,3,21,30,24,5,No,368
LEXUS GS 300 F Sport,2,4,SemiAuto-8,2WD,FA,T3B125,Federal Tier 3 Bin 125,KTYXV02.0K6A,midsize car,3,21,30,24,5,No,368
LEXUS GS 350,3.5,6,SemiAuto-6,4WD,CA,L3ULEV70,California LEV-III ULEV70,KTYXV03.5M5A,midsize car,5,19,26,21,4,No,412
LEXUS GS 350,3.5,6,SemiAuto-6,4WD,FA,T3B70,Federal Tier 3 Bin 70,KTYXV03.5M5A,midsize car,5,19,26,21,4,No,412
LEXUS GS 350,3.5,6,SemiAuto-8,2WD,CA,L3ULEV70,California LEV-III ULEV70,KTYXV03.5M5A,midsize car,5,20,28,23,5,No,388
LEXUS GS 350,3.5,6,SemiAuto-8,2WD,FA,T3B70,Federal Tier 3 Bin 70,KTYXV03.5M5A,midsize car,5,20,28,23,5,No,388
LEXUS GS 350 F Sport,3.5,6,SemiAuto-8,2WD,CA,L3ULEV70,California LEV-III ULEV70,KTYXV03.5M5A,midsize car,5,19,27,22,4,No,405
LEXUS GS 350 F Sport,3.5,6,SemiAuto-8,2WD,FA,T3B70,Federal Tier 3 Bin 70,KTYXV03.5M5A,midsize car,5,19,27,22,4,No,405
LEXUS GS F,5,8,SemiAuto-8,2WD,CA,L3ULEV70,California LEV-III ULEV70,KTYXV05.0M5A,small car,5,16,24,19,3,No,472
LEXUS GS F,5,8,SemiAuto-8,2WD,FA,T3B70,Federal Tier 3 Bin 70,KTYXV05.0M5A,small car,5,16,24,19,3,No,472
LEXUS GX 460,4.6,8,SemiAuto-6,4WD,FA,T3B125,Federal Tier 3 Bin 125,KTYXT04.6B6X,standard SUV,3,15,18,16,2,No,548
LEXUS GX 460,4.6,8,SemiAuto-6,4WD,CA,U2,California LEV-II ULEV,KTYXT04.6B6X,standard SUV,3,15,18,16,2,No,548
LEXUS IS 300,2,4,SemiAuto-8,2WD,CA,L3ULEV70,California LEV-III ULEV70,KTYXV02.0M5A,small car,5,21,30,24,5,No,360
LEXUS IS 300,2,4,SemiAuto-8,2WD,FA,T3B70,Federal Tier 3 Bin 70,KTYXV02.0M5A,small car,5,21,30,24,5,No,360
LEXUS IS 300,3.5,6,SemiAuto-6,4WD,CA,L3ULEV70,California LEV-III ULEV70,KTYXV03.5M5A,small car,5,19,26,21,4,No,412
LEXUS IS 300,3.5,6,SemiAuto-6,4WD,FA,T3B70,Federal Tier 3 Bin 70,KTYXV03.5M5A,small car,5,19,26,21,4,No,412
LEXUS IS 350,3.5,6,SemiAuto-6,4WD,CA,L3ULEV70,California LEV-III ULEV70,KTYXV03.5M5A,small car,5,19,26,21,4,No,412
LEXUS IS 350,3.5,6,SemiAuto-6,4WD,FA,T3B70,Federal Tier 3 Bin 70,KTYXV03.5M5A,small car,5,19,26,21,4,No,412
LEXUS IS 350,3.5,6,SemiAuto-8,2WD,CA,L3ULEV70,California LEV-III ULEV70,KTYXV03.5M5A,small car,5,20,28,23,5,No,388
LEXUS IS 350,3.5,6,SemiAuto-8,2WD,FA,T3B70,Federal Tier 3 Bin 70,KTYXV03.5M5A,small car,5,20,28,23,5,No,388
LEXUS LC 500,5,8,SemiAuto-10,2WD,CA,L3ULEV70,California LEV-III ULEV70,KTYXV05.0M5A,small car,5,16,25,19,3,No,473
LEXUS LC 500,5,8,SemiAuto-10,2WD,FA,T3B70,Federal Tier 3 Bin 70,KTYXV05.0M5A,small car,5,16,25,19,3,No,473
LEXUS LC 500h,3.5,6,SCV-10,2WD,CA,L3SULEV30,California LEV-III SULEV30,KTYXV03.5P35,small car,7,27,35,30,7,Yes,298
LEXUS LC 500h,3.5,6,SCV-10,2WD,FA,T3B30,Federal Tier 3 Bin 30,KTYXV03.5P35,small car,7,27,35,30,7,Yes,298
LEXUS LS 500,3.4,6,SemiAuto-10,2WD,CA,L3ULEV125,California LEV-III ULEV125,KTYXV03.5K6A,midsize car,3,19,30,23,5,No,388
LEXUS LS 500,3.4,6,SemiAuto-10,2WD,FA,T3B125,Federal Tier 3 Bin 125,KTYXV03.5K6A,midsize car,3,19,30,23,5,No,388
LEXUS LS 500,3.4,6,SemiAuto-10,4WD,CA,L3ULEV125,California LEV-III ULEV125,KTYXV03.5K6A,midsize car,3,18,27,21,4,No,421
LEXUS LS 500,3.4,6,SemiAuto-10,4WD,FA,T3B125,Federal Tier 3 Bin 125,KTYXV03.5K6A,midsize car,3,18,27,21,4,No,421
LEXUS LS 500h,3.5,6,SCV-10,2WD,CA,L3SULEV30,California LEV-III SULEV30,KTYXV03.5P35,midsize car,7,25,33,28,6,No,317
LEXUS LS 500h,3.5,6,SCV-10,2WD,FA,T3B30,Federal Tier 3 Bin 30,KTYXV03.5P35,midsize car,7,25,33,28,6,No,317
LEXUS LS 500h,3.5,6,SCV-10,4WD,CA,L3SULEV30,California LEV-III SULEV30,KTYXV03.5P35,midsize car,7,23,31,26,5,No,343
LEXUS LS 500h,3.5,6,SCV-10,4WD,FA,T3B30,Federal Tier 3 Bin 30,KTYXV03.5P35,midsize car,7,23,31,26,5,No,343
LEXUS LX 570,5.7,8,SemiAuto-8,4WD,FA,T3B125,Federal Tier 3 Bin 125,KTYXT05.7B6Y,standard SUV,3,13,18,15,2,No,597
LEXUS LX 570,5.7,8,SemiAuto-8,4WD,CA,U2,California LEV-II ULEV,KTYXT05.7B6Y,standard SUV,3,13,18,15,2,No,597
LEXUS NX 300,2,4,SemiAuto-6,2WD,CA,L3ULEV125,California LEV-III ULEV125,KTYXT02.0K6M,small SUV,3,22,28,25,5,No,359
LEXUS NX 300,2,4,SemiAuto-6,2WD,FA,T3B125,Federal Tier 3 Bin 125,KTYXT02.0K6M,small SUV,3,22,28,25,5,No,359
LEXUS NX 300,2,4,SemiAuto-6,4WD,CA,L3ULEV125,California LEV-III ULEV125,KTYXT02.0K6M,small SUV,3,22,28,24,5,No,363
LEXUS NX 300,2,4,SemiAuto-6,4WD,FA,T3B125,Federal Tier 3 Bin 125,KTYXT02.0K6M,small SUV,3,22,28,24,5,No,363
LEXUS NX 300 F Sport,2,4,SemiAuto-6,4WD,CA,L3ULEV125,California LEV-III ULEV125,KTYXT02.0K6M,small SUV,3,22,27,24,5,No,374
LEXUS NX 300 F Sport,2,4,SemiAuto-6,4WD,FA,T3B125,Federal Tier 3 Bin 125,KTYXT02.0K6M,small SUV,3,22,27,24,5,No,374
LEXUS NX 300h,2.5,4,SCV-6,4WD,CA,L3SULEV30,California LEV-III SULEV30,KTYXT02.5P3M,small SUV,7,33,30,31,7,Yes,281
LEXUS NX 300h,2.5,4,SCV-6,4WD,FA,T3B30,Federal Tier 3 Bin 30,KTYXT02.5P3M,small SUV,7,33,30,31,7,Yes,281
LEXUS RC 300,2,4,SemiAuto-8,2WD,CA,L3ULEV70,California LEV-III ULEV70,KTYXV02.0M5A,small car,5,21,30,24,5,No,360
LEXUS RC 300,2,4,SemiAuto-8,2WD,FA,T3B70,Federal Tier 3 Bin 70,KTYXV02.0M5A,small car,5,21,30,24,5,No,360
LEXUS RC 300,3.5,6,SemiAuto-6,4WD,CA,L3ULEV70,California LEV-III ULEV70,KTYXV03.5M5A,small car,5,18,24,21,4,No,436
LEXUS RC 300,3.5,6,SemiAuto-6,4WD,FA,T3B70,Federal Tier 3 Bin 70,KTYXV03.5M5A,small car,5,18,24,21,4,No,436
LEXUS RC 350,3.5,6,SemiAuto-6,4WD,CA,L3ULEV70,California LEV-III ULEV70,KTYXV03.5M5A,small car,5,18,24,21,4,No,436
LEXUS RC 350,3.5,6,SemiAuto-6,4WD,FA,T3B70,Federal Tier 3 Bin 70,KTYXV03.5M5A,small car,5,18,24,21,4,No,436
LEXUS RC 350,3.5,6,SemiAuto-8,2WD,CA,L3ULEV70,California LEV-III ULEV70,KTYXV03.5M5A,small car,5,20,28,23,5,No,388
LEXUS RC 350,3.5,6,SemiAuto-8,2WD,FA,T3B70,Federal Tier 3 Bin 70,KTYXV03.5M5A,small car,5,20,28,23,5,No,388
LEXUS RC F,5,8,SemiAuto-8,2WD,CA,L3ULEV70,California LEV-III ULEV70,KTYXV05.0M5A,small car,5,16,25,19,3,No,465
LEXUS RC F,5,8,SemiAuto-8,2WD,FA,T3B70,Federal Tier 3 Bin 70,KTYXV05.0M5A,small car,5,16,25,19,3,No,465
LEXUS RX 350,3.5,6,SemiAuto-8,2WD,CA,L3ULEV70,California LEV-III ULEV70,KTYXT03.5M5M,small SUV,5,20,27,23,5,No,391
LEXUS RX 350,3.5,6,SemiAuto-8,2WD,FA,T3B70,Federal Tier 3 Bin 70,KTYXT03.5M5M,small SUV,5,20,27,23,5,No,391
LEXUS RX 350,3.5,6,SemiAuto-8,4WD,CA,L3ULEV70,California LEV-III ULEV70,KTYXT03.5M5M,small SUV,5,19,26,22,4,No,405
LEXUS RX 350,3.5,6,SemiAuto-8,4WD,FA,T3B70,Federal Tier 3 Bin 70,KTYXT03.5M5M,small SUV,5,19,26,22,4,No,405
LEXUS RX 350 L,3.5,6,SemiAuto-8,2WD,CA,L3ULEV70,California LEV-III ULEV70,KTYXT03.5M5M,small SUV,5,19,26,22,4,No,407
LEXUS RX 350 L,3.5,6,SemiAuto-8,2WD,FA,T3B70,Federal Tier 3 Bin 70,KTYXT03.5M5M,small SUV,5,19,26,22,4,No,407
LEXUS RX 350 L,3.5,6,SemiAuto-8,4WD,CA,L3ULEV70,California LEV-III ULEV70,KTYXT03.5M5M,small SUV,5,18,25,21,4,No,432
LEXUS RX 350 L,3.5,6,SemiAuto-8,4WD,FA,T3B70,Federal Tier 3 Bin 70,KTYXT03.5M5M,small SUV,5,18,25,21,4,No,432
LEXUS RX 450h,3.5,6,SCV-6,4WD,CA,L3SULEV30,California LEV-III SULEV30,KTYXT03.5P34,standard SUV,7,31,28,30,7,Yes,297
LEXUS RX 450h,3.5,6,SCV-6,4WD,FA,T3B30,Federal Tier 3 Bin 30,KTYXT03.5P34,standard SUV,7,31,28,30,7,Yes,297
LEXUS RX 450h L,3.5,6,SCV-6,4WD,CA,L3SULEV30,California LEV-III SULEV30,KTYXT03.5P3S,standard SUV,7,29,28,29,6,No,305
LEXUS RX 450h L,3.5,6,SCV-6,4WD,FA,T3B30,Federal Tier 3 Bin 30,KTYXT03.5P3S,standard SUV,7,29,28,29,6,No,305
LEXUS UX 200,2,4,SCV-10,2WD,CA,L3ULEV50,California LEV-III ULEV50,KTYXV02.0N4A,midsize car,6,29,37,33,8,Yes,271
LEXUS UX 200,2,4,SCV-10,2WD,FA,T3B50,Federal Tier 3 Bin 50,KTYXV02.0N4A,midsize car,6,29,37,33,8,Yes,271
LEXUS UX 250h,2,4,SCV-6,2WD,CA,L3ULEV50,California LEV-III ULEV50,KTYXV02.0N4C,small car,6,43,41,42,9,Yes,209
LEXUS UX 250h,2,4,SCV-6,2WD,FA,T3B50,Federal Tier 3 Bin 50,KTYXV02.0N4C,small car,6,43,41,42,9,Yes,209
LEXUS UX 250h,2,4,SCV-6,4WD,CA,L3ULEV50,California LEV-III ULEV50,KTYXV02.0N4C,small car,6,41,38,39,9,Yes,225
LEXUS UX 250h,2,4,SCV-6,4WD,FA,T3B50,Federal Tier 3 Bin 50,KTYXV02.0N4C,small car,6,41,38,39,9,Yes,225
LINCOLN Continental,2.7,6,SemiAuto-6,2WD,CA,L3ULEV70,California LEV-III ULEV70,KFMXV02.7VLM,large car,5,18,27,21,4,No,424
LINCOLN Continental,2.7,6,SemiAuto-6,2WD,FA,T3B70,Federal Tier 3 Bin 70,KFMXV02.7VLM,large car,5,18,27,21,4,No,424
LINCOLN Continental,2.7,6,SemiAuto-6,4WD,CA,L3ULEV70,California LEV-III ULEV70,KFMXV02.7VLM,large car,5,17,25,20,4,No,449
LINCOLN Continental,2.7,6,SemiAuto-6,4WD,FA,T3B70,Federal Tier 3 Bin 70,KFMXV02.7VLM,large car,5,17,25,20,4,No,449
LINCOLN Continental,3,6,SemiAuto-6,4WD,CA,L3ULEV70,California LEV-III ULEV70,KFMXV03.0VLG,large car,5,16,24,19,3,No,467
LINCOLN Continental,3,6,SemiAuto-6,4WD,FA,T3B70,Federal Tier 3 Bin 70,KFMXV03.0VLG,large car,5,16,24,19,3,No,467
LINCOLN Continental,3.7,6,SemiAuto-6,2WD,CA,L3ULEV125,California LEV-III ULEV125,KFMXV03.7VLT,large car,3,17,26,20,4,No,440
LINCOLN Continental,3.7,6,SemiAuto-6,2WD,FA,T3B125,Federal Tier 3 Bin 125,KFMXV03.7VLT,large car,3,17,26,20,4,No,440
LINCOLN Continental,3.7,6,SemiAuto-6,4WD,CA,L3ULEV125,California LEV-III ULEV125,KFMXV03.7VLT,large car,3,16,24,19,3,No,463
LINCOLN Continental,3.7,6,SemiAuto-6,4WD,FA,T3B125,Federal Tier 3 Bin 125,KFMXV03.7VLT,large car,3,16,24,19,3,No,463
LINCOLN MKC,2,4,SemiAuto-6,2WD,CA,L3ULEV70,California LEV-III ULEV70,KFMXT02.02HA,small SUV,5,20,27,23,5,No,390
LINCOLN MKC,2,4,SemiAuto-6,2WD,FA,T3B70,Federal Tier 3 Bin 70,KFMXT02.02HA,small SUV,5,20,27,23,5,No,390
LINCOLN MKC,2,4,SemiAuto-6,4WD,CA,L3ULEV70,California LEV-III ULEV70,KFMXT02.02HA,small SUV,5,19,25,21,4,No,414
LINCOLN MKC,2,4,SemiAuto-6,4WD,CA,L3ULEV70,California LEV-III ULEV70,KFMXT02.02HA,small SUV,5,19,25,22,4,No,412
LINCOLN MKC,2,4,SemiAuto-6,4WD,FA,T3B70,Federal Tier 3 Bin 70,KFMXT02.02HA,small SUV,5,19,25,21,4,No,414
LINCOLN MKC,2,4,SemiAuto-6,4WD,FA,T3B70,Federal Tier 3 Bin 70,KFMXT02.02HA,small SUV,5,19,25,22,4,No,412
LINCOLN MKC,2.3,4,SemiAuto-6,4WD,FA,T3B125,Federal Tier 3 Bin 125,KFMXT02.32ED,small SUV,3,18,25,20,4,No,438
LINCOLN MKC,2.3,4,SemiAuto-6,4WD,CA,U2,California LEV-II ULEV,KFMXT02.32ED,small SUV,3,18,25,20,4,No,438
LINCOLN MKT,3.5,6,SemiAuto-6,4WD,FA,T3B125,Federal Tier 3 Bin 125,KFMXJ03.5VEP,standard SUV,3,15,21,17,3,No,523
LINCOLN MKT,3.5,6,SemiAuto-6,4WD,CA,U2,California LEV-II ULEV,KFMXJ03.5VEP,standard SUV,3,15,21,17,3,No,523
LINCOLN MKT,3.7,6,SemiAuto-6,2WD,FA,T3B125,Federal Tier 3 Bin 125,KFMXV03.7VE8,standard SUV,3,16,24,19,3,No,468
LINCOLN MKT,3.7,6,SemiAuto-6,2WD,CA,U2,California LEV-II ULEV,KFMXV03.7VE8,standard SUV,3,16,24,19,3,No,468
LINCOLN MKT Limo,3.5,6,Auto-6,4WD,CA,L2,California LEV-II LEV,KFMXV03.5VET,special purpose,1,14,19,15,2,No,574
LINCOLN MKT Limo,3.5,6,Auto-6,4WD,FA,T3B160,Federal Tier 3 Bin 160,KFMXV03.5VET,special purpose,1,14,19,15,2,No,574
LINCOLN MKT Livery,3.7,6,Auto-6,4WD,FA,T3B125,Federal Tier 3 Bin 125,KFMXV03.7VE8,special purpose,3,16,23,18,3,No,491
LINCOLN MKT Livery,3.7,6,Auto-6,4WD,CA,U2,California LEV-II ULEV,KFMXV03.7VE8,special purpose,3,16,23,18,3,No,491
LINCOLN MKZ,2,4,SemiAuto-6,2WD,CA,L3ULEV70,California LEV-III ULEV70,KFMXV02.0VEN,midsize car,5,20,31,24,5,No,373
LINCOLN MKZ,2,4,SemiAuto-6,2WD,FA,T3B70,Federal Tier 3 Bin 70,KFMXV02.0VEN,midsize car,5,20,31,24,5,No,373
LINCOLN MKZ,2,4,SemiAuto-6,4WD,CA,L3ULEV70,California LEV-III ULEV70,KFMXV02.0VEN,midsize car,5,20,29,23,5,No,386
LINCOLN MKZ,2,4,SemiAuto-6,4WD,FA,T3B70,Federal Tier 3 Bin 70,KFMXV02.0VEN,midsize car,5,20,29,23,5,No,386
LINCOLN MKZ,3,6,SemiAuto-6,2WD,CA,L3ULEV70,California LEV-III ULEV70,KFMXV03.0VLG,midsize car,5,18,27,21,4,No,425
LINCOLN MKZ,3,6,SemiAuto-6,2WD,FA,T3B70,Federal Tier 3 Bin 70,KFMXV03.0VLG,midsize car,5,18,27,21,4,No,425
LINCOLN MKZ,3,6,SemiAuto-6,4WD,CA,L3ULEV70,California LEV-III ULEV70,KFMXV03.0VLG,midsize car,5,17,26,20,4,No,447
LINCOLN MKZ,3,6,SemiAuto-6,4WD,FA,T3B70,Federal Tier 3 Bin 70,KFMXV03.0VLG,midsize car,5,17,26,20,4,No,447
LINCOLN MKZ Hybrid,2,4,CVT,2WD,CA,L3SULEV30,California LEV-III SULEV30,KFMXV02.0VZT,midsize car,7,42,39,41,9,Yes,217
LINCOLN MKZ Hybrid,2,4,CVT,2WD,FA,T3B30,Federal Tier 3 Bin 30,KFMXV02.0VZT,midsize car,7,42,39,41,9,Yes,217
LINCOLN Nautilus,2,4,SemiAuto-8,4WD,CA,L3ULEV70,California LEV-III ULEV70,KFMXT02.02JU,small SUV,5,20,25,22,4,No,402
LINCOLN Nautilus,2,4,SemiAuto-8,4WD,FA,T3B70,Federal Tier 3 Bin 70,KFMXT02.02JU,small SUV,5,20,25,22,4,No,402
LINCOLN Nautilus,2.7,6,SemiAuto-8,4WD,CA,L3ULEV70,California LEV-III ULEV70,KFMXT02.72JQ,small SUV,5,19,26,21,4,No,418
LINCOLN Nautilus,2.7,6,SemiAuto-8,4WD,FA,T3B70,Federal Tier 3 Bin 70,KFMXT02.72JQ,small SUV,5,19,26,21,4,No,418
LINCOLN Navigator,3.5,6,SemiAuto-10,2WD,CA,L3ULEV70,California LEV-III ULEV70,KFMXT03.54HF,standard SUV,5,16,23,19,3,No,475
LINCOLN Navigator,3.5,6,SemiAuto-10,2WD,FA,T3B70,Federal Tier 3 Bin 70,KFMXT03.54HF,standard SUV,5,16,23,19,3,No,475
LINCOLN Navigator,3.5,6,SemiAuto-10,4WD,CA,L3ULEV70,California LEV-III ULEV70,KFMXT03.54HF,standard SUV,5,16,21,18,3,No,502
LINCOLN Navigator,3.5,6,SemiAuto-10,4WD,FA,T3B70,Federal Tier 3 Bin 70,KFMXT03.54HF,standard SUV,5,16,21,18,3,No,502
LINCOLN Navigator L,3.5,6,SemiAuto-10,2WD,CA,L3ULEV70,California LEV-III ULEV70,KFMXT03.54HF,standard SUV,5,16,22,18,3,No,496
LINCOLN Navigator L,3.5,6,SemiAuto-10,2WD,FA,T3B70,Federal Tier 3 Bin 70,KFMXT03.54HF,standard SUV,5,16,22,18,3,No,496
LINCOLN Nuatilus,2,4,SemiAuto-8,2WD,CA,L3ULEV70,California LEV-III ULEV70,KFMXT02.02JU,small SUV,5,21,26,23,5,No,384
LINCOLN Nuatilus,2,4,SemiAuto-8,2WD,FA,T3B70,Federal Tier 3 Bin 70,KFMXT02.02JU,small SUV,5,21,26,23,5,No,384
LINCOLN Nuatilus,2.7,6,SemiAuto-8,2WD,CA,L3ULEV70,California LEV-III ULEV70,KFMXT02.72JQ,small SUV,5,20,27,22,4,No,392
LINCOLN Nuatilus,2.7,6,SemiAuto-8,2WD,FA,T3B70,Federal Tier 3 Bin 70,KFMXT02.72JQ,small SUV,5,20,27,22,4,No,392
MASERATI Ghibli,3,6,Auto-8,2WD,CA,L2,California LEV-II LEV,KMAXV03.0DFI,midsize car,1,17,24,19,3,No,460
MASERATI Ghibli,3,6,Auto-8,2WD,FA,T3B160,Federal Tier 3 Bin 160,KMAXV03.0DFI,midsize car,1,17,24,19,3,No,460
MASERATI Ghibli S,3,6,Auto-8,2WD,CA,L2,California LEV-II LEV,KMAXV03.0DFI,midsize car,1,16,24,19,3,No,475
MASERATI Ghibli S,3,6,Auto-8,2WD,FA,T3B160,Federal Tier 3 Bin 160,KMAXV03.0DFI,midsize car,1,16,24,19,3,No,475
MASERATI Ghibli S Q4,3,6,Auto-8,4WD,CA,L2,California LEV-II LEV,KMAXV03.0DFI,midsize car,1,16,24,19,3,No,474
MASERATI Ghibli S Q4,3,6,Auto-8,4WD,FA,T3B160,Federal Tier 3 Bin 160,KMAXV03.0DFI,midsize car,1,16,24,19,3,No,474
MASERATI Granturismo Convertible,4.7,8,Auto-6,2WD,CA,L2,California LEV-II LEV,KMAXV04.7LEV,small car,1,13,20,16,2,No,569
MASERATI Granturismo Convertible,4.7,8,Auto-6,2WD,FA,T3B160,Federal Tier 3 Bin 160,KMAXV04.7LEV,small car,1,13,20,16,2,No,569
MASERATI Levante,3,6,Auto-8,4WD,CA,L3LEV160,California LEV-III LEV160,KMAXT03.0AWD,standard SUV,1,15,21,17,3,No,521
MASERATI Levante,3,6,Auto-8,4WD,FA,T3B160,Federal Tier 3 Bin 160,KMAXT03.0AWD,standard SUV,1,15,21,17,3,No,521
MASERATI Levante GTS,3.8,8,Auto-8,4WD,FA,T3B160,Federal Tier 3 Bin 160,KMAXT03.8AWD,standard SUV,1,14,18,15,2,No,580
MASERATI Levante S,3,6,Auto-8,4WD,CA,L3LEV160,California LEV-III LEV160,KMAXT03.0AWD,standard SUV,1,15,21,17,3,No,532
MASERATI Levante S,3,6,Auto-8,4WD,FA,T3B160,Federal Tier 3 Bin 160,KMAXT03.0AWD,standard SUV,1,15,21,17,3,No,532
MASERATI Levante Trofeo,3.8,8,Auto-8,4WD,CA,L3LEV160,California LEV-III LEV160,KMAXT03.8AWD,standard SUV,1,14,18,15,2,No,580
MASERATI Quattroporte S,3,6,Auto-8,2WD,CA,L2,California LEV-II LEV,KMAXV03.0DFI,large car,1,16,23,18,3,No,481
MASERATI Quattroporte S,3,6,Auto-8,2WD,FA,T3B160,Federal Tier 3 Bin 160,KMAXV03.0DFI,large car,1,16,23,18,3,No,481
MASERATI Quattroporte S Q4,3,6,Auto-8,4WD,CA,L2,California LEV-II LEV,KMAXV03.0DFI,large car,1,16,23,18,3,No,484
MASERATI Quattroporte S Q4,3,6,Auto-8,4WD,FA,T3B160,Federal Tier 3 Bin 160,KMAXV03.0DFI,large car,1,16,23,18,3,No,484
MASERATI Quattroporte V8,3.8,8,Auto-8,2WD,CA,L2,California LEV-II LEV,KMAXV03.8DFI,large car,1,15,22,17,3,No,517
MASERATI Quattroporte V8,3.8,8,Auto-8,2WD,FA,T3B160,Federal Tier 3 Bin 160,KMAXV03.8DFI,large car,1,15,22,17,3,No,517
MAZDA 2,1.5,4,Man-6,2WD,CA,L2ULEV125,California LEV-II ULEV125,KTKXV01.5FBA,small car,3,30,39,34,8,Yes,264
MAZDA 2,1.5,4,Man-6,2WD,FA,T3B125,Federal Tier 3 Bin 125,KTKXV01.5FBA,small car,3,30,39,34,8,Yes,264
MAZDA 2,1.5,4,SemiAuto-6,2WD,CA,L2ULEV125,California LEV-II ULEV125,KTKXV01.5FBA,small car,3,32,40,35,8,Yes,253
MAZDA 2,1.5,4,SemiAuto-6,2WD,FA,T3B125,Federal Tier 3 Bin 125,KTKXV01.5FBA,small car,3,32,40,35,8,Yes,253
MAZDA 6,2.5,4,Man-6,2WD,CA,L3SULEV30,California LEV-III SULEV30,KTKXV02.5CDA,midsize car,7,24,33,27,6,No,328
MAZDA 6,2.5,4,Man-6,2WD,FA,T3B30,Federal Tier 3 Bin 30,KTKXV02.5CDA,midsize car,7,24,33,27,6,No,328
MAZDA 6,2.5,4,SemiAuto-6,2WD,CA,L3SULEV30,California LEV-III SULEV30,KTKXV02.5CDA,midsize car,7,26,35,29,6,No,302
MAZDA 6,2.5,4,SemiAuto-6,2WD,FA,T3B30,Federal Tier 3 Bin 30,KTKXV02.5CDA,midsize car,7,26,35,29,6,No,302
MAZDA 6,2.5,4,SemiAuto-6,2WD,CA,L3ULEV125,California LEV-III ULEV125,KTKXV02.5FFA,midsize car,3,23,31,26,5,No,335
MAZDA 6,2.5,4,SemiAuto-6,2WD,FA,T3B125,Federal Tier 3 Bin 125,KTKXV02.5FFA,midsize car,3,23,31,26,5,No,335
MAZDA CX-3,2,4,SemiAuto-6,2WD,FA,T3B125,Federal Tier 3 Bin 125,KTKXV02.0FNM,small car,3,29,34,31,7,Yes,289
MAZDA CX-3,2,4,SemiAuto-6,2WD,CA,L3SULEV30,California LEV-III SULEV30,KTKXV02.0ND1,small car,7,29,34,31,7,Yes,289
MAZDA CX-3,2,4,SemiAuto-6,4WD,FA,T3B125,Federal Tier 3 Bin 125,KTKXV02.0FNM,small car,3,27,32,29,6,No,303
MAZDA CX-3,2,4,SemiAuto-6,4WD,CA,L3SULEV30,California LEV-III SULEV30,KTKXV02.0ND1,small car,7,27,32,29,6,No,303
MAZDA CX-5 2WD,2.5,4,SemiAuto-6,2WD,CA,L3SULEV30,California LEV-III SULEV30,KTKXT02.5CDA,small SUV,7,25,31,28,6,No,322
MAZDA CX-5 2WD,2.5,4,SemiAuto-6,2WD,FA,T3B30,Federal Tier 3 Bin 30,KTKXT02.5CDA,small SUV,7,25,31,28,6,No,322
MAZDA CX-5 2WD,2.5,4,SemiAuto-6,2WD,CA,L3ULEV125,California LEV-III ULEV125,KTKXT02.5FFA,small SUV,3,23,28,25,5,No,355
MAZDA CX-5 2WD,2.5,4,SemiAuto-6,2WD,FA,T3B125,Federal Tier 3 Bin 125,KTKXT02.5FFA,small SUV,3,23,28,25,5,No,355
MAZDA CX-5 4WD,2.5,4,SemiAuto-6,4WD,CA,L3SULEV30,California LEV-III SULEV30,KTKXT02.5CDA,small SUV,7,24,30,26,5,No,335
MAZDA CX-5 4WD,2.5,4,SemiAuto-6,4WD,FA,T3B30,Federal Tier 3 Bin 30,KTKXT02.5CDA,small SUV,7,24,30,26,5,No,335
MAZDA CX-5 4WD,2.5,4,SemiAuto-6,4WD,CA,L3ULEV125,California LEV-III ULEV125,KTKXT02.5FFA,small SUV,3,22,27,24,5,No,370
MAZDA CX-5 4WD,2.5,4,SemiAuto-6,4WD,FA,T3B125,Federal Tier 3 Bin 125,KTKXT02.5FFA,small SUV,3,22,27,24,5,No,370
MAZDA CX-9,2.5,4,SemiAuto-6,2WD,CA,L3ULEV125,California LEV-III ULEV125,KTKXT02.5FFA,small SUV,3,22,28,24,5,No,362
MAZDA CX-9,2.5,4,SemiAuto-6,2WD,FA,T3B125,Federal Tier 3 Bin 125,KTKXT02.5FFA,small SUV,3,22,28,24,5,No,362
MAZDA CX-9,2.5,4,SemiAuto-6,4WD,CA,L3ULEV125,California LEV-III ULEV125,KTKXT02.5FFA,small SUV,3,20,26,23,5,No,391
